Tweet No || ID from Twitter API || Date || Content
142	||	640016439076876288	||	Sat Sep 05 07:19:44 EEST 2015	||	RT @csureya: Ben şimdi gidiyorum, ama ne zaman çağırırsan gelirim..Sabahattin Ali
143	||	640963542271819776	||	Mon Sep 07 22:03:11 EEST 2015	||	Bu kadar şehitten sonra dağlıca diye bir dağ varsa yapcağınız işin amına koyim
144	||	673631571035987969	||	Mon Dec 07 00:34:16 EET 2015	||	RT @anilarastasarim: "Sen Galatasaray'sın bu nasıl açıklama" diyenler var. Galatasaray hak edene,hak ettiği şekilde her zaman açıklama yapt…
145	||	651789976246583296	||	Wed Oct 07 19:03:34 EEST 2015	||	Adam nobel ödülü almış bizimkiler kürttü türktü derdine düşmüş biz adam olmayız yiyin birbirinizi
146	||	818207808042795009	||	Sun Jan 08 23:28:37 EET 2017	||	RT @ErdemEvcim_35: İzmir marşını söylemiş olmamız, sizin orospu çocuğu olduğunuz gerçeğini değiştirmez ki ? Türkiye laiktir fener oros…
147	||	651794589964193793	||	Wed Oct 07 19:21:54 EEST 2015	||	RT @ArdaTuran: Ülkemiz için ne büyük bir gurur / A great honor for my country. #AzizSancar wins nobel prize in chemistry. http://t.co/8xf5E…
148	||	766322761807585281	||	Thu Aug 18 20:15:58 EEST 2016	||	" CennetVatanda Terörİstemiyoruz " @gutefubt
149	||	652186023401795584	||	Thu Oct 08 21:17:19 EEST 2015	||	Az once nobel kimya odulunu "nobel kiyma odulu" olarak okudum,her seyi yemek olarak goruyorum artik :)))()(
150	||	787953232148631552	||	Mon Oct 17 12:47:44 EEST 2016	||	sonra"kitabın'MichaelJackson'lı'versiyonunu da yapalım"dedi biri.komik bile değil.ağlamakistiyorum.#kürkmantolumadonna #yükselendeğercehalet
151	||	596065338271334400	||	Thu May 07 00:33:45 EEST 2015	||	@Serdar_Sayan @idilba "değişik" olmak ödül mü getirir ceza mı?
152	||	651802949228871680	||	Wed Oct 07 19:55:07 EEST 2015	||	RT @merduem: elin oğlu nobel kazandı sen soytarı gibi sabah programı yapıyorsun ya @DrOz
153	||	787985981261672449	||	Mon Oct 17 14:57:52 EEST 2016	||	Kürk mantolu primadonna asdfgasddg
154	||	638894148184055808	||	Wed Sep 02 05:00:09 EEST 2015	||	Anadolu Yakası’nda Yaşayanların Daha Hızlı Olduğunun 11 Kanıtı http://t.co/5QUiZSW2BA http://t.co/dM6xTNpUwh
155	||	788097428109025281	||	Mon Oct 17 22:20:43 EEST 2016	||	RT @lordjnsnw: Konu kürk mantolu madonna olunca fiziksel olarak madonna'yı arayan zihinler gördüm ama haklılar o kitap belgesellik bir biyo…
156	||	639013119625457668	||	Wed Sep 02 12:52:54 EEST 2015	||	Bu yakalasinlar yakalayana ödülü ben vercem https://t.co/F6lMWCwqBG
157	||	602957276018810880	||	Tue May 26 00:59:51 EEST 2015	||	RT @CengizhanBaserr: Yine bir şampiyonluk gecesi , Trabzon yine sessiz. Bu şehirde sadece kendi şampiyonluğumuz kutlanır. http://t.co/GjhGA…
158	||	651711572109340672	||	Wed Oct 07 13:52:01 EEST 2015	||	Aziz Sancar nobeli aldi ama asil buyuk haber bilal oglan ekonomi nobeli alinca gelecek. Italyada kampa girdi simdiden
159	||	629390241170747392	||	Thu Aug 06 23:35:01 EEST 2015	||	RT @SiirSokaktaaa: Anlarsın niçin uzak yerlere baktığımı:İçinde yaşanmaz bir dünyada yaşıyorum.Sabahattin Ali
160	||	817419018848051200	||	Fri Jan 06 19:14:15 EET 2017	||	RT @hulyali123: Kürk Mantolu Madonna PDF Kitap Oku.EnÇokSatan Kitapları buradan okuyup indirebilirsizniz. https://t.co/rhdMEWgWvr ……
161	||	744666823669473280	||	Mon Jun 20 02:03:00 EEST 2016	||	RT @ismet_zeren: 9.Bunlar Onuncu yıl marşı ile başlarlar yasaklamaya sonra İstiklal Marşına da uzanacaklardır.
162	||	630434815809077248	||	Sun Aug 09 20:45:47 EEST 2015	||	RT @sinemasev: "Hayattaki en güzel şey, tüm kusurlarını bilmesine rağmen seni hala muhteşem olduğunu düşünen birisini bulmaktır." http://t.…
163	||	641189019674615808	||	Tue Sep 08 12:59:09 EEST 2015	||	Eğer #dağlıca da 16 şehit varken başbaKAN maça gidecek diye saat 6 da olan olay halktan saklanıp maç sonrası gündeme getiriliyorsa...
164	||	736425288964263936	||	Sat May 28 08:14:05 EEST 2016	||	RT @Zikirci: Seneye ligden düşen ilk takım alanyaspor olur
165	||	702894433138769920	||	Thu Feb 25 18:34:26 EET 2016	||	Sabahattin Ali 109 yaşında... - Nokta Dergisi https://t.co/bHUFszADDp @noktadergi aracılığıyla
166	||	744278728906268673	||	Sun Jun 19 00:20:51 EEST 2016	||	dost tavsiyesi hücum marşı dinleyerek uyuyun iyi geceler
167	||	788032693216931840	||	Mon Oct 17 18:03:29 EEST 2016	||	Kitabı bildiğimiz Madonna üzerinden uygulayacaklardır diye düşünüyorum ???????? keşke şaka olsanız ama malesef gerçeksiniz.#kürkmantolumadonna
168	||	651742224091357184	||	Wed Oct 07 15:53:49 EEST 2015	||	@NebahatDertli @DikenComTr "Bir nobelde buna verirler" cümlesini yazıp sonra "laga luga" yapmak.Demogoji yapmayalım. Gününüz hoş olsun. Bye
169	||	640638420805636096	||	Mon Sep 07 00:31:16 EEST 2015	||	Gelsene be adam kalk gel. Kubilay için Menemeni yaktın Kim bilir bu kadar şehit için dağlıcada ne… https://t.co/JNbn98dxOk
170	||	736269122443579392	||	Fri May 27 21:53:32 EEST 2016	||	Seneye alanyayı daha çok ziyaret edicem tebrikler ?????? #alanyaspor
171	||	652047565211484160	||	Thu Oct 08 12:07:08 EEST 2015	||	#AzizSancar inanın kimse ne bulmus neden nobel ödülünü almış bilmiyor bizim için dili ırkı siyasi görüşü önemli değilmi.
172	||	743901967165030400	||	Fri Jun 17 23:23:44 EEST 2016	||	Niye mehter marşı çalıyonuz amk yukarda İsp 3-0 Osm mu yazıyo aq gerizekalılar
173	||	674291519625523200	||	Tue Dec 08 20:16:40 EET 2015	||	RT @_felsefe_1: Seni seviyorum... Deli gibi değil, gayet aklı başında olarak seviyorum...Sabahattin Ali - Kürk Mantolu Madonna https://t…
174	||	640946072983105536	||	Mon Sep 07 20:53:46 EEST 2015	||	#dağlıca da şehidimiz varHakkını bizlere helal et Harun abim http://t.co/JxnU8211gJ
175	||	787960714761736194	||	Mon Oct 17 13:17:28 EEST 2016	||	@bonbonfunda ee ben cok cahilsin keske olsen demistim yaaa espiri mahiyetinde Kürk mantolu madonna mevzusunda bunu gostermis oldun ??????
176	||	743867783604277248	||	Fri Jun 17 21:07:54 EEST 2016	||	Ooooooooo Türkçe-Kürtçe-Arapça milli marş süper.
177	||	743878814611152900	||	Fri Jun 17 21:51:44 EEST 2016	||	RT @CocaCola_TR: @cetnkyaa 80 milyon marşı tek bir ağızdan söylüyoruz, Milli Takım’ı destekliyoruz. #HaydiMilliTakım https://t.co/sUj7IV7HLK
178	||	744908956661866496	||	Mon Jun 20 18:05:09 EEST 2016	||	10.Yıl Marşı’dan rahatsız, olunmaz onunla övünülür o bir ulusun yokdan varoluşunun marşıdır.Bu böyle biline! ??... https://t.co/xcxnQdPhZB
179	||	603116747659595776	||	Tue May 26 11:33:32 EEST 2015	||	@AnlaArtk ilk defa  6-0, ilk fifalık takım, ilk 100.yılında şampiyon  olamayan  takım.
180	||	702911025792815104	||	Thu Feb 25 19:40:22 EET 2016	||	RT @_felsefe_1: Ne bir dost, ne bir sevgiliDünyadan uzak bir deli..Sabahattin Ali 109 yaşında..Saygı. Rahmet ve Özlemle anıyoruz https:…
181	||	641274277283692544	||	Tue Sep 08 18:37:56 EEST 2015	||	RT @yabmabe: Sende evladını şehit et görelim bakalım "karaktersiz" dediğin şehit babalarından ne kadar karakterlisin  #dağlıca
182	||	595720528750579712	||	Wed May 06 01:43:36 EEST 2015	||	RT @Uverrciinkaa: Sensin; kalbim değildir, böyle göğsüme vuran.Sabahattin Ali
183	||	640811888822067200	||	Mon Sep 07 12:00:34 EEST 2015	||	RT @iLhnyLmaz: Hakkari Dağlıca yüreğimizi dağladın yine ..Şerefsizlere İnat VATAN SAĞOLSUN ..#hakkaridağlıca #şehit http://t.co/SELgBKF…
184	||	640604933474099200	||	Sun Sep 06 22:18:12 EEST 2015	||	RT @oznurbsrr: Sende karakter çok var sanki!! senin gibi cumhurbaşkanı olmaz olsun!!! #dağlıca
185	||	639778114537521152	||	Fri Sep 04 15:32:43 EEST 2015	||	RT @Sabah: Teröristleri almaya bakın kim gitti!Yine şaşırtmadılar...http://t.co/wF9sEmCMMG http://t.co/6AvKQjkrk3
186	||	743901967190265857	||	Fri Jun 17 23:23:44 EEST 2016	||	3 yiyorlar ama olsun seyircisi mehter marşı çalıyor .
187	||	651976513714176004	||	Thu Oct 08 07:24:48 EEST 2015	||	savurdan nobele  buyuksun #aziz sancaar
188	||	640218088617721856	||	Sat Sep 05 20:41:01 EEST 2015	||	RT @MedyaFenerbahce: Timsah Arena'nın ses tesisatı Fenerbahçe 100.yıl marşıyla test edildi. http://t.co/7xise91SxQ
189	||	651820296853397504	||	Wed Oct 07 21:04:03 EEST 2015	||	Bir türk bilim adamının nobel ödülü alması gurur verici, Aziz Sancar'ı bütün kalbimizle kutluyoruz, darısı hukuk alanında ödüller almaya
190	||	595965740349583360	||	Wed May 06 17:57:59 EEST 2015	||	Aşk olmayınca meşk olmaz.. #BOTEkurultayıYDUde
191	||	788277711865249792	||	Tue Oct 18 10:17:06 EEST 2016	||	Kürt mantolu madonna'nın filmini sabırsızlıkla bekliyorum..Şarkıları çok güzel......:D
192	||	652212644624076801	||	Thu Oct 08 23:03:06 EEST 2015	||	Alırım bir nobel @zaytung http://t.co/s2Glz848Zc
193	||	639944783595761664	||	Sat Sep 05 02:35:00 EEST 2015	||	RT @kadricemilyigit: VASİYET'imizden rahatsız olan, VAZİFE'mizden olmaz mı ?
194	||	745341074831478785	||	Tue Jun 21 22:42:14 EEST 2016	||	RT @Raz_iye: 10uncu YılMarşı <<ORİJİNAL KORODAN10.  yıl marşı orjinal koro https://t.co/YiVImBp8cB @YouTube aracılığıyla
195	||	595295477962256384	||	Mon May 04 21:34:36 EEST 2015	||	@GalatasaraySK BU ADAM GALATASARAY'A NİYE ALINDI.KİM ALDIYSA FUTBOLDAN MÜTHİŞ ANLIYOR.
196	||	641642855958757376	||	Wed Sep 09 19:02:32 EEST 2015	||	RT @osko_ozge: Kahrolsun siz ve sizin gibi zihniyetler!!#terörekarşıbirlikteyiz#dağlıcaşehitleri#ığdırşehitleri http://t.co/tQDC4jMEWF
197	||	604613485004267520	||	Sat May 30 14:41:02 EEST 2015	||	RT @ntvspor: Aziz Yıldırım: "5 sene içinde F.Bahçe'yi Avrupa şampiyonu yapacağınıza dair  kulübe 100 milyon dolarlık teminat verin, adaylık…
198	||	675064341092245508	||	Thu Dec 10 23:27:35 EET 2015	||	RT @fenobella: En sevdiğim kas, beyin kası.
199	||	640911377733976064	||	Mon Sep 07 18:35:54 EEST 2015	||	Şehit kokan bir eylül  #dağlıca
200	||	736282120587468800	||	Fri May 27 22:45:11 EEST 2016	||	RT @7efecan7: Sampiyon alanyaspor herkese hayirli olsun. 3. Yilda 2. Sampiyonluk ????????????
201	||	765915457148911617	||	Wed Aug 17 17:17:29 EEST 2016	||	RT @HurEkip: Sesleri olmaya var mısınız? https://t.co/jtaxiLgRDG
202	||	744943203133104129	||	Mon Jun 20 20:21:14 EEST 2016	||	Tekrar tekrar ve tekrar söylüyorum eğer yüreğiniz yetiyorsa susturun #onuncuyılmarşı  #Atam #MustafaKemal #Atatürk https://t.co/JfYFIg7d99
203	||	745520867875000320	||	Wed Jun 22 10:36:40 EEST 2016	||	Pique'ye milli marşa hakaret suçlaması  https://t.co/JjGF880efQ https://t.co/hiQQV8c6TH
204	||	788095515506405376	||	Mon Oct 17 22:13:07 EEST 2016	||	cahildim madonna'nın kürküne kandım #kürkmantolumadonna
205	||	743889153557991429	||	Fri Jun 17 22:32:49 EEST 2016	||	Haydi çocuklar 90 dakikanın sonunda bu stadta mehter marşını yankılatalım dünyaya! #TUR
206	||	674420251174432768	||	Wed Dec 09 04:48:12 EET 2015	||	Geli.
207	||	766983201113899009	||	Sat Aug 20 16:00:19 EEST 2016	||	Akşam Alanya'ya kaç tane atarız? ??#Beşiktaşınmaçıvar #besiktas
208	||	736268719786237952	||	Fri May 27 21:51:56 EEST 2016	||	Süper lige hoşgeldin alanya spor
209	||	702738757334777856	||	Thu Feb 25 08:15:50 EET 2016	||	Ayaklı Gazete seninde aq baştan belli Star TV süpürecek ödülleri. Bu başarı ödüllerinden daha önemliydi ama??
210	||	603066499889266688	||	Tue May 26 08:13:52 EEST 2015	||	Günaydın şampiyon takımın dölleri ??
211	||	674275556096110592	||	Tue Dec 08 19:13:14 EET 2015	||	RT @turgaysahinoglu: 17-25 Aralık yolsuzluk operasyonlarını bir kere daha hatırlamak lazım. Ne dersiniz ?
212	||	817068727338405888	||	Thu Jan 05 20:02:19 EET 2017	||	RT @DokuzOlmaz: 06 T 3534 plakali aracin şoförü ödüllendirilmeli. @taksicilerodasi https://t.co/8hqbYwIpjq
213	||	651763782797164545	||	Wed Oct 07 17:19:29 EEST 2015	||	RT @kabatas1994: aziz sancar' ınnobel ödülü almasını sağlayan en önemli başarısı türkiye'yi terketmesidir.
214	||	602942772111376385	||	Tue May 26 00:02:13 EEST 2015	||	RT @disi__kartallar: Reyiz yüreğimi dağladin gece gece... Sessizce ağladim... ??? Gönlümün şampiyonu Beşiktaştır @dbdevletbahceli http://t.…
215	||	602920617801863168	||	Mon May 25 22:34:11 EEST 2015	||	RT @thecatay: Bu şampiyonluk senin götüne girsin OÇ http://t.co/mcreAbhsOr
216	||	817431991817830404	||	Fri Jan 06 20:05:48 EET 2017	||	RT @canesmylove: EserWest Survivor2017de şampiyon olacaksın west
217	||	595920278280085504	||	Wed May 06 14:57:20 EEST 2015	||	Audubon Fotoğrafçılık Ödülleri Sahiplerini Buldu...http://t.co/qpnXRnWjWi http://t.co/cCqkWea5uG
218	||	640618531403485184	||	Sun Sep 06 23:12:14 EEST 2015	||	RT @ortak__yasam: 400 milletvekili verilseydi bunlar olmazdı demiş yine... Neden öldürmeye doyamadığını birkez daha söylemiş!#dağlıca http…
219	||	818156159387529218	||	Sun Jan 08 20:03:23 EET 2017	||	RT @Besiktas_Analiz: Akatlar'da İzmir Marşı!..."Yaşa Mustafa Kemal Paşa Yaşa" https://t.co/ooFdoqUE86
220	||	818150199277342720	||	Sun Jan 08 19:39:42 EET 2017	||	RT @CahittZarifoglu: Niçin bütün insanların benzi soluk, yüreği kederli?Sabahattin Ali
221	||	595851986630750208	||	Wed May 06 10:25:58 EEST 2015	||	Gelenek, sürpriz olmasını engellemek için yapılan grup çalışmalarıdır #21MayıstaÇerkeslerTaksime
222	||	736286885308465152	||	Fri May 27 23:04:07 EEST 2016	||	@AlanyasporFK süper ligdeyiz ?? tebrikler alanyaspor. https://t.co/bCRto1z6A9
223	||	702861864355688448	||	Thu Feb 25 16:25:01 EET 2016	||	RT @filmrepligi: Sabahattin Ali'nin doğum günü. Sevgi, saygı ve özlemle anıyoruz. Olmasaydı sonumuz böyle... #SabahattinAli109Yaşında https…
224	||	603783994296107008	||	Thu May 28 07:44:56 EEST 2015	||	#YazGelsede diye planlar yaparken bi baktık cimboma şampiyonluk gelmiş :-D :-D
225	||	817614414702669824	||	Sat Jan 07 08:10:41 EET 2017	||	RT @Zerdacal: Mustafa Kemalin Askeri olmak nezamandir siyasi bir soylem oldu?!!!! İzmir marşi nezamandir siyasetle ilişkilendirilir oldu ?…
226	||	630795676964753408	||	Mon Aug 10 20:39:43 EEST 2015	||	RT @Medid89: İçişleri Bakanlığı: Soruşturmaya maruz kalan Polis Özel Harekat ödüllendirilsin! - Jetzt unterschreiben! https://t.co/1NpyclzT…
227	||	787956927322001408	||	Mon Oct 17 13:02:25 EEST 2016	||	RT @bunsenbeki: 2 bin 500 yıllık apollo tapınağı’nın girişinde “kendini bil/tanı” yazar. kürk mantolu madonna için “okumadım/bilmiyorum” de…
228	||	736268656842276865	||	Fri May 27 21:51:41 EEST 2016	||	Hüso kaçırdı şimdi alanya atarsa süper ligdeler
229	||	651775514273837056	||	Wed Oct 07 18:06:06 EEST 2015	||	@asli_safak asli hanim biz fen dersleri yerine din derslerine agirlik verirsek bizden nobel odulunu belki 100 yil sonra aliriz
230	||	629778474354507777	||	Sat Aug 08 01:17:43 EEST 2015	||	RT @kitapyurducom: ''İyilik demek kimseye kötülüğü dokunmamak değil, kötülük yapacak cevheri içinde taşımamak demektir.'' Sabahattin Ali #k…
231	||	629028897686978561	||	Wed Aug 05 23:39:10 EEST 2015	||	Hayaller biter ???? GALATASARAY ???? başlar http://t.co/NA7JnjiEcJ
232	||	651775707224391680	||	Wed Oct 07 18:06:52 EEST 2015	||	RT @BUFFALOO79s: Emre Ballı dami nobel odulu aldi lan?
233	||	766363400435798016	||	Thu Aug 18 22:57:27 EEST 2016	||	Neler olmuş Allahım sen ülkemizi koru @veyisates #terörekarşıomuzomuza
234	||	602915412662157312	||	Mon May 25 22:13:30 EEST 2015	||	Her gelenden 4 gol yiyince takıma sırtını dönenler şampiyonlugu kutluyo amk komik ????
235	||	788106546551091200	||	Mon Oct 17 22:56:57 EEST 2016	||	yeni izledim 1513 yılında yapılmış madonna delle arpie den esinlenip1943te yazılmış  harika romanı şarkıcı madonnay… https://t.co/LviUftEH5Q
236	||	602918210250383362	||	Mon May 25 22:24:37 EEST 2015	||	RT @SencerAkkus: Biz BEŞİKTAŞ'ı kayırın demiyoruz.Sadece onbirerlikten tarafsız oynansın istiyoruz. Kahpeliğin olmadığı heryerin şampiyonu …
237	||	651732187126042624	||	Wed Oct 07 15:13:56 EEST 2015	||	@AzzSancar hocam sözleriniz bizi aydınlatacak... bu sözünü ilke edineceğim ve bende nobel alacağim.. Tebrikler....
238	||	745340676380954625	||	Tue Jun 21 22:40:39 EEST 2016	||	RT @yildarado: 1917'de Almanya'daki toplantıya katılan heyetler milli marşlarını okuyordu... https://t.co/6U7AlfyDlz https://t.co/xnwsOapk2u
239	||	766689901832044545	||	Fri Aug 19 20:34:51 EEST 2016	||	#sinop #boyabat Sinop ta Eğitim Sezonu Hazırlığı: Sinop Milli Eğitim Müdürü Nevzat Tü... https://t.co/5cPieG2z3q https://t.co/uPhp9NjUPM
240	||	630710960416784384	||	Mon Aug 10 15:03:05 EEST 2015	||	DHKP-C <<< Akp nin ortalık karıştırma birimi. Her stratejik terör saldırısının altında  bu örgüt çıkıyor.
241	||	674440702600736770	||	Wed Dec 09 06:09:28 EET 2015	||	Allah Cella Celühü'ye en iyi bir kul olmayı cümlemize nasip etsin İnşaAllah.Amin Ecme'in. https://t.co/AagTsQaqrj
242	||	817840877741756416	||	Sat Jan 07 23:10:34 EET 2017	||	RT @SarkiParcalari: Şanlı Galatasaray ! https://t.co/olInGWXLLH
243	||	817492171695722498	||	Sat Jan 07 00:04:56 EET 2017	||	ONUNCU YIL MARŞI'nı hiç böyle dinlemediniz!!!(29 Ekim Özel!)  https://t.co/7hPzek2Oxl
244	||	629021930964840448	||	Wed Aug 05 23:11:29 EEST 2015	||	RT @Fikirtepeli_83: AHAHAHAAHAHAHAHAHAHAHAHAHAHAHAH Galatasaray taraftarı Temsılı http://t.co/3QuR0dCEt3
245	||	602908148123467777	||	Mon May 25 21:44:38 EEST 2015	||	RT @ahlak_z: #şampiyongalatasaray başakşehir fenerle 'BAŞAK' geçiyor
246	||	744069529630875649	||	Sat Jun 18 10:29:34 EEST 2016	||	RT @jeans_bayan: MilliEğitim Müdürü 10.yıl marşını yasakladıZaten artık okullarda Tayyipin seçim müziği okul zili olarak kullanılyor https…
247	||	630684829907087361	||	Mon Aug 10 13:19:15 EEST 2015	||	Hemen sizde katılın,  Minecraftity sayesinde 11.000 TL değerinde oyun bilgisayarı kazanın! https://t.co/NgmkI6cdnd
248	||	702975081199304704	||	Thu Feb 25 23:54:54 EET 2016	||	RT @entellektuelKRO: Benim kürk mantolu madonnam...
249	||	651715594430119936	||	Wed Oct 07 14:08:00 EEST 2015	||	RT @Kanix007: Prof Aziz Sancar´a kimya nobel ödülü hafif kalmis. Cocuk klonlama dalinda´da nobel hak etmis coktan. http://t.co/JxoQzmy5dq
250	||	603695595140849664	||	Thu May 28 01:53:40 EEST 2015	||	RT @umitozatt76: Takım başkanları Takımıma güvenmiyorum Gs'nin şampiyon olmasını isterim der.Kalecileri saçma sapan gol yer.Ama şike yapa…
251	||	640173926782513152	||	Sat Sep 05 17:45:32 EEST 2015	||	RT @ntvspor: Timsah Arena'da Fenerbahçe Marşı! Bursaspor'dan acil açıklama geldi... http://t.co/XHnACJg4C6 http://t.co/CKz8126uLo
252	||	816778716420378624	||	Thu Jan 05 00:49:55 EET 2017	||	Bu şerefsizleri tek tek bulup istiklal marşı okutun @EmniyetGM @TC_icisleri @suleymansoylu @RT_Erdogan… https://t.co/XwBsl6HpYb
253	||	817460085261762560	||	Fri Jan 06 21:57:26 EET 2017	||	RT @fenerinmacivar: Ülker Arena'da hoparlörlerden İzmir Marşı çalınıyor.
254	||	702129702446768132	||	Tue Feb 23 15:55:40 EET 2016	||	RT @Feneristcom: Galatasaray bu sefer Trabzonspor'un rızasıyla değil hakem eyyamıyla tecavüz etti!Trabzonspor boşuna ağlıyor! https://t.c…
255	||	640630766200848384	||	Mon Sep 07 00:00:51 EEST 2015	||	RT @SemihKahramanGS: ÖlüyoruzAsker ölüyor. Onunla birlikte ölüyor,baba ölüyor,çocuklar ölüyor,binlerce milyonlarca kez ölüyoruz#dağlıca h…
256	||	641363016164864000	||	Wed Sep 09 00:30:33 EEST 2015	||	RT @gkhanpo09492415: @emrekkinay ALLAH sen ve senin gibi sözde ünlülerden milleti korusun barış çağrısını dağlıcada yap belki arkadaşlarına…
257	||	736303717058785280	||	Sat May 28 00:11:00 EEST 2016	||	@erdoganarikan abi alanya macinin ozetini tekrar izliycekmiyiz...............
258	||	701708665628323840	||	Mon Feb 22 12:02:37 EET 2016	||	RT @Sinem64220058: Mrb ben travesti Sinem ist misafirim 537 344 9329 www. sinemalanya. net https://t.co/NOSd2yn5Lb
259	||	640778602812977152	||	Mon Sep 07 09:48:18 EEST 2015	||	RT @ihacomtr: Cumhurbaşkanı Erdoğan'dan ikinci dağlıca açıklaması... Detaylar haberde...http://t.co/7uRhcQ7Q4k http://t.co/GXrgG1z4Ic
260	||	817463621064265728	||	Fri Jan 06 22:11:29 EET 2017	||	RT @futbolarena: Fenerbahçe - EA7 Milano maçında İzmir marşı.. "Yaşa Mustafa Kemal Paşa yaşa." https://t.co/WXm3uNDa1J
261	||	639472072931045376	||	Thu Sep 03 19:16:37 EEST 2015	||	RT @iro_nicks: Bir devlet görevlisi terörle boğuşurkenDevletine güven duyamıyorsa eğerBatmış o devlet zaten,teröre ne hacet!. http://t…
262	||	674726150158032897	||	Thu Dec 10 01:03:44 EET 2015	||	@TheNightWonder *Yüzündeki ifadeleri izler* Dur... *Elini tutar* Ben yedireyim sana... Olur mu?
263	||	640788241323556864	||	Mon Sep 07 10:26:36 EEST 2015	||	RT @sollcephe: Düne kadar 62 can gitti;1 Suud kralı etmedi.Sadece dün #dağlıca da min.35 can gitti, bari bu kez #Ulusalyasilanedilsin
264	||	674814347990859777	||	Thu Dec 10 06:54:12 EET 2015	||	#Periscope'ta CANLI: Plaj keyfi dinlenme biraz yorucu geceden sonra https://t.co/FSNTpW1MFS
265	||	817039786666033152	||	Thu Jan 05 18:07:19 EET 2017	||	RT @Malikejder47: Fırat Çakıroglu'nun katilleri, Kahramanca teröristlerle çatışan büyük bir faciayı önleyen polis Memuru Fethi Sekin…
266	||	602950661605617664	||	Tue May 26 00:33:34 EEST 2015	||	RT @Efsanespors: Kemal Kılıçdaroğlu: "Galatasaray'ın şampiyonluğunu kutluyor, tüm kulüplerimize Avrupa Kupalarında başarılar diliyorum."
267	||	788485774538866688	||	Wed Oct 19 00:03:52 EEST 2016	||	En sevdiğim Kürt madonna
268	||	736418099906367488	||	Sat May 28 07:45:31 EEST 2016	||	@m_akaydin alanya spora başarılar
269	||	788492544128618496	||	Wed Oct 19 00:30:46 EEST 2016	||	Canım aşırı derecede kürk mantolu madonna kekoluğuyla dalga geçmek istiyor ama aşşırı derecede dalga geçildiği için tıkanıyorum
270	||	602923931293585408	||	Mon May 25 22:47:21 EEST 2015	||	RT @meldayucel: Ve #Galatasaray şampiyon??? #Aslanyılı #4.yıldız http://t.co/XU0daNCDay
271	||	652417121159352320	||	Fri Oct 09 12:35:37 EEST 2015	||	Sevinsekmi üzülsekmiSon günlerde gündemimize iki AZIZ düstüBiri olaylara kulak tikamis nobel almisDigeri duyarli olmus ölüsü esir kalmis
272	||	817393089673359360	||	Fri Jan 06 17:31:13 EET 2017	||	Benim ölçüm karşımdakinin evet diyorsa teröre karşı vatan için olanHayır diyenler ise terör ortağı görüyorbunlara dikkat edilmesi feto CÜ
273	||	701735265895903233	||	Mon Feb 22 13:48:19 EET 2016	||	RT @mtt1905: 2010-2011 şampiyonu kimse onun anasını sikeyim
274	||	640597782181617664	||	Sun Sep 06 21:49:47 EEST 2015	||	RT @bunsenbeki: daha önce (2007’de) dağlıca basılıp askerler ölürken, bu ülkenin hava kuvvetleri komutanı antalya belek’te golf oynuyordu. …
275	||	630815901877686272	||	Mon Aug 10 22:00:05 EEST 2015	||	RT @_GSFANS: FERNANDO MUSLERA : Oooo Şşşşş 1-2-3 CİMBOMBOM! #FutbolÖdülleri  https://t.co/HMpCeKu2Yb
276	||	736269579584999424	||	Fri May 27 21:55:21 EEST 2016	||	tebrikler alanyaspor. hakkındı kazandın.
277	||	602961847818526720	||	Tue May 26 01:18:01 EEST 2015	||	RT @altunterim: Galatasaray'ın bu şampiyonluğu doğru yönetilir ise yaklaşık 350-400 milyon TL gelir getirecek.. İnşallah doğru kullanılır..
278	||	639198147139530752	||	Thu Sep 03 01:08:08 EEST 2015	||	RT @16Alparslan: Kimse Yok Mu Terör Örgütü iseBunlar kim?R.T.ErdoğanA.DavutoğluT.YıldızB.BozdağF.Çelik#AlmaMazlumunAhını http://t.…
279	||	745325635602628608	||	Tue Jun 21 21:40:53 EEST 2016	||	RT @kalemciler: mehter marşıyla başlıyoruz. haydi Bismillah?????????? https://t.co/hJLySHPyqJ
280	||	788498101606739968	||	Wed Oct 19 00:52:51 EEST 2016	||	RT @mantolummadonna: Hiç şüphesiz yaptığım en doğru şey;kendini vazgeçilmez sanan insanlardanuzaklaşmam oldu./Charles Bukowski/
281	||	639585688246165504	||	Fri Sep 04 02:48:05 EEST 2015	||	Karışıklık onun kafasında.Korkma İstiklal Marşında ayakta durursan ALLAH'A ŞİRK KOŞMAZSIN.Marşı olmayan ülke var mı hiç.
282	||	816767140128755712	||	Thu Jan 05 00:03:55 EET 2017	||	RT @bitersebitsin: ''Etrafımız o kadar çirkefle dolu ki, temiz kalmak için bir tek çare kendi dünyamıza çekilmek...''Sabahattin Ali - İçi…
283	||	765857626081091584	||	Wed Aug 17 13:27:41 EEST 2016	||	BİLARDO ŞAMPİYONASI BAŞLIYOR | Hatay Haberleri https://t.co/girHyLGu6V
284	||	595297512220696577	||	Mon May 04 21:42:41 EEST 2015	||	Ödül nee ??
285	||	766221725214310400	||	Thu Aug 18 13:34:29 EEST 2016	||	@HasipKAPLAN Bombalı saldırılar için diyecek birşeyin yok mu.Bu teröristler hakikaten yavsak.
286	||	701871580805275648	||	Mon Feb 22 22:49:59 EET 2016	||	RT @sporkeyfin: Galatasaray'ın Lazio maçı kadrosunu nasıl buldunuz? https://t.co/0BNNrwKHac
